gauge_id,ghi_stn_id,cwc_site_name,river_basin,cwc_river,ghi_group,flow_availability
12042,narm_parat,Paratola,Narmada,Narmada/Phen,G2,0.00
12043,narm_patan,Patan,Narmada,Narmada/Hiran,G1,93.87
12044,narm_patix,Pati,Narmada,Narmada/Goi,G1,39.84
12045,narm_rajpi,Rajpipla,Narmada,Narmada/Karjan,G2,0.00
12046,narm_sandi,Sandia,Narmada,Narmada,G1,95.61
12047,narm_satwa,Satwadi,Narmada,Narmada/Beda,G2,0.00
12048,narm_shahp,Shahpur,Narmada,Machna,G2,10.88
12049,narm_tawak,Tawakathi,Narmada,Tawa,G2,0.00
12050,narm_tawan,Tawanagar,Narmada,Narmada,G2,0.00
12051,narm_thikr,Thikri,Narmada,Narmada/Barod,G2,0.00
12052,narm_veerp,Veerpur,Narmada,Narmada/Kolar,G2,0.00
13001,tapi_balas,Balasana(Malp ur),Tapi,Tapi/Amravati,G2,0.00
13002,tapi_bambr,Bambrul,Tapi,Tapi/Titur,G2,0.00
13003,tapi_bhusa,Bhusawal,Tapi,Tapi,G2,0.05
13004,tapi_burha,Burhanpur,Tapi,Tapi,G1,90.71
13005,tapi_dahig,Dahigaon,Tapi,Tapi/Girna,G2,0.00
13006,tapi_dedta,Dedtalai,Tapi,Tapi,G2,58.26
13007,tapi_ghala,Ghala,Tapi,Tapi,G2,61.99
13008,tapi_gidha,Gidhade,Tapi,Tapi,G2,56.00
13009,tapi_girna,Girna Dam,Tapi,Tapi/Girna,G2,0.00
13010,tapi_gopal,Gopalkheda,Tapi,Tapi/Purna,G1,81.34
13011,tapi_hathn,Hathnur,Tapi,Tapi,G2,0.00
13012,tapi_lakhp,Lakhpuri,Tapi,Tapi/Purna,G2,46.33
13013,tapi_moran,Morane,Tapi,Tapi/Panjhra,G2,31.74
13014,tapi_nawth,Nawtha,Tapi,Tapi,G2,0.00
13015,tapi_pimpr,Pimpri,Tapi,Tapi/Vanoli,G2,0.00
13016,tapi_saran,Sarangkheda,Tapi,Tapi,G1,84.27
13017,tapi_savkh,Savkheda,Tapi,Tapi,G2,52.49
13018,tapi_sayga,Saygaon,Tapi,Tapi/Manyad,G2,0.00
13019,tapi_shind,Shindhkheda,Tapi,Tapi/Buray,G2,0.00
13020,tapi_shirp,Shirpur,Tapi,Tapi/Arunawati,G2,0.00
13021,tapi_surat,Surat(Seasonal),Tapi,Tapi,G2,0.00
13022,tapi_talas,Talaswada,Tapi,Tapi/Purna/Nalganga,G2,0.00
13023,tapi_teska,Teska (seasonal),Tapi,Tapi,G2,5.28
13024,tapi_ukaid,Ukai Dam,Tapi,Tapi,G2,0.00
13025,tapi_yerli,Yerli,Tapi,Tapi/Purna,G1,86.20
14001,wfrn_badla,Badlapur,WFRN,Ulhas,G2,73.58
14002,wfrn_belne,Belne Bridge,WFRN,Gad,G2,5.22
14003,wfrn_durve,Durvesh,WFRN,Vaitarna,G1,73.67
14004,wfrn_gadat,Gadat,WFRN,Ambika,G2,68.22
14005,wfrn_ganje,Ganjem,WFRN,Mandovi/Khadepar,G2,82.85
14006,wfrn_madhu,Madhuban Dam,WFRN,Damanganga,G2,0.00
14007,wfrn_mahad,Mahad,WFRN,Savitri,G2,0.00
14008,wfrn_mahuw,Mahuwa,WFRN,Purna,G1,91.82
14009,wfrn_manga,Mangaon (Seasonal),WFRN,Savitri/Kal,G2,67.40
14010,wfrn_murad,Muradpur,WFRN,Vashishti,G2,0.00
14011,wfrn_nagot,Nagothane,WFRN,Amba,G2,31.24
14012,wfrn_nanip,Nanipalson,WFRN,Damanganga,G1,53.35
14013,wfrn_nival,Nivali,WFRN,Bav,G2,4.68
14014,wfrn_ozerk,Ozerkheda,WFRN,Wagh/Damanganga,G1,70.34
14015,wfrn_penxx,Pen,WFRN,Bhogeswari,G2,31.36
14016,wfrn_silva,Silvassa,WFRN,Damanganga,G2,0.00
14017,wfrn_vapix,Vapi,WFRN,Damanganga,G2,0.00
15001,wfrs_addoo,Addoor,WFRS,Gurupur,G1,34.46
15002,wfrs_adkas,Adkasthala,WFRS,Shiriya,G2,0.11
15003,wfrs_ambar,Ambarampalayam,WFRS,Bharathapuzha/Kannadipuzha/Aliyar,G1,95.00
15004,wfrs_arakk,Arakkannur,WFRS,Ithikkara,G2,0.01
15005,wfrs_arang,Arangaly,WFRS,Periyar/Chalakudy,G1,93.58
15006,wfrs_avers,Avershe,WFRS,Seetha,G1,39.00
15007,wfrs_ayila,Ayilam,WFRS,Vamanapuram,G1,93.18
15008,wfrs_bantw,Bantwal,WFRS,Nethravathi,G1,92.22
15009,wfrs_erinj,Erinjipuzha,WFRS,Payaswani,G1,81.48
15010,wfrs_halad,Halady,WFRS,Halady,G1,80.76
15011,wfrs_kalam,Kalampur,WFRS,Muvattupuzha/Kaliyar,G1,77.61
15012,wfrs_kallo,Kallooppara,WFRS,Pampa/Manimala,G1,80.12
15013,wfrs_karat,Karathodu,WFRS,Kadalundi,G1,76.39
15014,wfrs_kidan,Kidangoor,WFRS,Meenachil,G1,80.90
15015,wfrs_konda,Kondazhy,WFRS,Gayatri,G2,0.01
15016,wfrs_kumbi,Kumbidi,WFRS,Bharathapuzha,G1,89.83
15017,wfrs_kuniy,Kuniyil,WFRS,Chaliyar,G1,91.28
15018,wfrs_kuzhi,Kuzhithurai,WFRS,Thambraparni,G1,41.23
15019,wfrs_malak,Malakkara,WFRS,Pampa,G1,80.44
15020,wfrs_manka,Mankara,WFRS,Bharathapuzha,G2,80.93
15021,wfrs_neele,Neeleswaram,WFRS,Periyar,G1,94.57
15022,wfrs_patta,Pattazhy,WFRS,Kallada,G1,95.12
15023,wfrs_perum,Perumannu,WFRS,Valapatnam,G1,81.08
15024,wfrs_pulam,Pulamanthole,WFRS,Bharathapuzha/Pulanthodu,G1,79.61
15025,wfrs_pulik,Pulikukku,WFRS,Kumaradhara,G2,0.06
15026,wfrs_ramam,Ramamangalam,WFRS,Muvattupuzha,G1,94.42
15027,wfrs_thir1,Thiruvarambu,WFRS,Kodayar,G2,0.02
15028,wfrs_thir2,Thiruvattar,WFRS,Paraliyar,G2,0.01
15029,wfrs_thott,Thottathinkadavu,WFRS,Iruvazhinjipuzha,G2,0.00
15030,wfrs_thump,Thumpamon,WFRS,Pamba/Achankovil,G1,93.59
15031,wfrs_vandi,Vandiperiyar,WFRS,Periyar,G1,43.51
15032,wfrs_yenne,Yennehole,WFRS,Swarna,G1,70.67
16001,efrn_anaka,Anakapalle,EFRN,Sarada,G1,65.24
16002,efrn_gotta,Gotta Barrage,EFRN,Vamsadhara,G2,0.00
16003,efrn_gudar,Gudari,EFRN,Vamsadhara,G1,0.00
16004,efrn_gunup,Gunupur,EFRN,Vamsadhara,G2,55.49
16005,efrn_jagag,Jagaguda,EFRN,Nagavali,G2,0.00
16006,efrn_janjh,Janjhavati Rd. Bridge,EFRN,Nagavali,G2,0.00
16007,efrn_kashi,Kashinagar,EFRN,Vamsadhara,G2,93.21
16008,efrn_kutra,Kutragada,EFRN,Vamsadhara,G1,0.00
16009,efrn_mahen,Mahendragarh,EFRN,Vamsadhara/B adajore,G2,0.00
16010,efrn_marel,Marella,EFRN,Gundlakamma,G2,6.19
16011,efrn_mohan,Mohana,EFRN,Vamsadhara/Harbhangi,G2,0.00
16012,efrn_purus,Purushottampur,EFRN,Rushikulya,G1,66.46
16013,efrn_sorad,Sorada,EFRN,Rushikulya,G2,0.00
16014,efrn_srika,Srikakulam,EFRN,Nagavali,G1,69.10
16015,efrn_vikki,Vikkiralapeta,EFRN,Paleru,G2,3.67
17001,efrs_ambas,Ambasamudram,EFRS,Vaigai,G1,44.62
17002,efrs_arcot,Arcot,EFRS,Palar,G2,19.37
17003,efrs_avara,Avarankuppam,EFRS,Palar,G1,90.02
17004,efrs_ayala,Ayalambedu,EFRS,Nandiyu,G2,0.00
17005,efrs_cheng,Chengalpet,EFRS,Palar,G1,43.12
17006,efrs_gumma,Gummanur,EFRS,Ponnaiyar,G1,94.90
17007,efrs_irruk,Irrukkankudi,EFRS,VVaigai/Vaippar,G1,66.93
17008,efrs_kalpa,Kalpadai,EFRS,Gomukhi Nadi (North),G2,0.43
17009,efrs_kudal,Kudalaiyathur,EFRS,Vellar,G1,65.00
17010,efrs_maniy,Maniyampattu,EFRS,Varahanadi,G2,0.00
17011,efrs_murap,Murappanadu,EFRS,Tambraparni,G1,93.88
17012,efrs_naidu,Naidupet,EFRS,Swarnamukhi,G1,89.86
17013,efrs_naras,Narasingarayampet,EFRS,Poini,G2,0.00
17014,efrs_palla,Pallamala,EFRS,Kalingi,G2,0.12
17015,efrs_param,Paramakudi,EFRS,Vaigai,G1,91.33
17016,efrs_pattu,Pattukottai,EFRS,Maharajasamudram,G2,0.31
17017,efrs_puduv,Puduvayal,EFRS,Araniyar,G2,0.00
17018,efrs_singa,Singasadanapalli,EFRS,Ponnaiyar,G2,0.68
17019,efrs_theni,Theni,EFRS,Vaigai/Suruliar,G1,94.33
17020,efrs_thir1,Thirunavalur,EFRS,Gadilam,G2,0.00
17021,efrs_thir2,Thiruvalam,EFRS,Poiny,G2,0.00
17022,efrs_vazha,Vazhavachanur,EFRS,Ponnaiyar,G1,90.83
17023,efrs_verup,Verupakshapuram,EFRS,Swarnamukhi,G2,0.00
17024,efrs_villu,Villupuram,EFRS,Ponnaiyar,G1,89.20
17025,efrs_vkall,V.Kallathur,EFRS,Malattar,G2,0.01
